student_id,first_name,last_name,email,gender,age,department,attendance(%),midterm_score,final_score,assignment_avg,quizzes_avg,participation_score,projects_score,total_score,grade,study_hours_per_week,internet_access,parent_education,family_income,stress_level
467,April,Ochoa,april.ochoa467@email.com,Female,19,Economics,100.0,56,61,56.4,50.0,60,66,59.0,F,8,yes,Bachelor's,medium,6
468,Erin,Taylor,erin.taylor468@email.com,Male,24,Chemistry,79.9,77,88,79.4,78.8,60,60,79.2,C+,10,no,Bachelor's,high,5
469,Cheryl,Johnson,cheryl.johnson469@email.com,Female,23,History,87.4,61,63,77.8,67.9,74,50,63.4,D,12,yes,Associate,medium,6
470,John,Brown,john.brown470@email.com,Female,23,Economics,60.0,82,84,82.2,85.0,94,74,82.8,B-,10,no,Bachelor's,high,7
471,Samantha,Pineda,samantha.pineda471@email.com,Female,18,Psychology,77.4,49,56,50.0,50.0,60,50,52.6,F,11,yes,Bachelor's,high,7
472,Oscar,Miller,oscar.miller472@email.com,Male,22,Business,89.2,51,53,50.0,50.3,60,53,52.3,F,15,yes,Bachelor's,medium,5
473,Steven,Bruce,steven.bruce473@email.com,Male,18,History,97.2,68,68,58.7,65.5,60,60,65.8,D,10,yes,Doctorate,medium,8
474,Elizabeth,Sanchez,elizabeth.sanchez474@email.com,Male,22,Political Science,68.9,84,84,82.9,89.7,65,86,83.4,B,13,no,Associate,low,1
475,Aaron,Cox,aaron.cox475@email.com,Female,20,Mathematics,98.1,43,67,55.2,63.1,60,50,56.4,F,10,no,Associate,high,5
476,Juan,Jimenez,juan.jimenez476@email.com,Male,24,Physics,75.8,79,81,90.8,86.3,78,78,81.3,B-,6,yes,High School,low,4
477,Janet,Jefferson,janet.jefferson477@email.com,Male,21,Business,77.0,50,73,71.9,68.9,67,67,64.9,D,13,yes,Associate,medium,6
478,Edwin,Russo,edwin.russo478@email.com,Female,22,Political Science,86.6,71,71,74.2,74.8,60,63,70.2,C-,16,yes,Bachelor's,medium,5
479,Rita,Goodman,rita.goodman479@email.com,Male,19,Economics,79.5,91,83,89.0,78.3,84,74,85.0,B,13,yes,Bachelor's,medium,5
480,Leah,Olsen,leah.olsen480@email.com,Female,24,Chemistry,83.2,47,54,58.0,64.1,60,60,53.8,F,16,yes,Bachelor's,high,6
481,Kenneth,Gilbert,kenneth.gilbert481@email.com,Female,22,Economics,94.1,55,75,65.5,69.9,63,66,66.4,D,13,yes,Bachelor's,medium,6
482,Mario,Castro,mario.castro482@email.com,Female,18,History,91.8,75,64,95.5,74.3,72,83,73.3,C,5,yes,Doctorate,medium,4
483,Ashley,Pope,ashley.pope483@email.com,Female,21,Economics,86.1,60,68,63.9,81.2,63,65,65.4,D,11,yes,Master's,low,9
484,Angela,Marshall,angela.marshall484@email.com,Female,20,Biology,80.8,83,70,69.2,71.0,72,74,74.4,C,12,yes,Bachelor's,medium,5
485,Tommy,Curry,tommy.curry485@email.com,Female,19,Chemistry,90.4,68,84,82.8,79.4,65,75,77.1,C+,9,yes,Bachelor's,medium,3
486,Mike,Hunter,mike.hunter486@email.com,Female,22,Biology,68.6,87,81,97.3,88.3,71,81,84.4,B,14,yes,Associate,low,2
487,Christopher,Sweeney,christopher.sweeney487@email.com,Female,21,Business,86.5,53,47,53.7,50.0,60,50,50.6,F,12,yes,Doctorate,high,6
488,John,Medina,john.medina488@email.com,Male,21,Biology,68.9,62,40,50.0,50.0,60,66,51.8,F,10,no,Doctorate,low,6
489,Rose,Cabrera,rose.cabrera489@email.com,Male,18,Chemistry,74.5,75,68,78.2,51.9,79,74,71.6,C-,9,yes,Master's,high,1
490,Eugene,Castro,eugene.castro490@email.com,Female,19,Physics,82.6,67,46,50.0,50.6,60,50,54.0,F,12,yes,Associate,low,8
491,Brent,Ballard,brent.ballard491@email.com,Female,23,Mathematics,96.8,76,71,76.9,70.0,66,83,74.1,C,11,yes,Bachelor's,low,4
492,Amanda,Scott,amanda.scott492@email.com,Male,24,Physics,87.5,73,76,87.6,66.5,86,84,77.2,C+,13,yes,Master's,low,3
493,Natalie,Walker,natalie.walker493@email.com,Male,19,English Literature,76.4,40,40,50.0,50.0,60,50,43.5,F,11,no,High School,low,8
494,Bruce,Thompson,bruce.thompson494@email.com,Female,18,Political Science,88.9,71,53,70.1,79.7,60,85,65.0,D,9,yes,Bachelor's,medium,8
495,Erik,Bond,erik.bond495@email.com,Male,20,Computer Science,77.9,57,60,57.3,67.0,60,51,58.3,F,18,yes,Doctorate,high,7
496,Juan,Robinson,juan.robinson496@email.com,Male,21,Business,71.2,67,50,50.0,57.5,60,60,57.0,F,12,yes,Master's,medium,8
497,Michele,Owen,michele.owen497@email.com,Female,20,Psychology,90.6,68,67,76.3,73.4,91,89,72.0,C-,15,no,Bachelor's,medium,4
498,Darlene,Robinson,darlene.robinson498@email.com,Female,23,Chemistry,77.2,63,54,50.0,51.5,60,52,56.3,F,9,yes,High School,low,6
499,John,Bates,john.bates499@email.com,Male,23,English Literature,96.0,82,69,78.1,80.7,84,69,75.2,C,8,yes,Bachelor's,medium,6
500,Fernando,Hoffman,fernando.hoffman500@email.com,Male,22,Mathematics,83.0,50,83,74.9,63.7,76,58,68.6,D,16,yes,Master's,medium,7
501,Samuel,Watson,samuel.watson501@email.com,Male,18,Business,91.8,71,77,70.5,65.4,60,65,72.0,C-,16,yes,High School,medium,2
502,Theresa,Shaffer,theresa.shaffer502@email.com,Female,19,Computer Science,82.5,83,77,87.9,77.3,76,69,79.2,C+,13,yes,Associate,low,4
503,Angela,Webb,angela.webb503@email.com,Male,18,Chemistry,85.3,43,43,59.5,59.3,60,50,47.0,F,11,no,Doctorate,low,7
504,Kayla,Ayala,kayla.ayala504@email.com,Female,20,Mathematics,88.8,63,84,83.6,81.7,80,79,76.9,C,8,no,Bachelor's,high,4
505,David,French,david.french505@email.com,Male,19,Engineering,85.3,63,58,54.9,59.7,60,50,58.6,F,13,no,Bachelor's,medium,5
506,Kirk,Washington,kirk.washington506@email.com,Female,22,Political Science,86.5,64,72,85.7,68.3,69,66,70.1,C-,15,yes,Bachelor's,low,3
507,Chelsea,Merritt,chelsea.merritt507@email.com,Female,24,History,93.6,82,87,90.7,77.7,97,75,84.8,B,12,yes,High School,medium,5
508,Keith,Stewart,keith.stewart508@email.com,Female,24,Business,92.1,70,78,87.1,87.0,70,55,74.3,C,8,yes,High School,medium,7
509,April,Martinez,april.martinez509@email.com,Male,22,Mathematics,86.3,79,84,64.5,60.8,67,61,76.3,C,11,yes,Bachelor's,high,6
510,Anna,Anderson,anna.anderson510@email.com,Male,20,Computer Science,93.7,65,64,66.5,57.3,65,50,62.9,D,10,yes,High School,low,7
511,Danielle,Mendoza,danielle.mendoza511@email.com,Female,22,Chemistry,65.2,40,40,50.0,50.0,60,50,43.5,F,11,yes,Bachelor's,medium,6
512,Scott,Cole,scott.cole512@email.com,Male,24,Biology,90.3,50,72,63.0,72.7,64,64,63.5,D,10,yes,Bachelor's,medium,4
513,Andrew,Perez,andrew.perez513@email.com,Male,20,English Literature,80.0,50,52,50.0,54.6,60,67,53.3,F,17,yes,High School,low,7
514,Melissa,Jones,melissa.jones514@email.com,Female,20,English Literature,85.5,57,81,93.4,65.6,84,73,73.7,C,13,yes,Master's,medium,5
515,Julie,Phillips,julie.phillips515@email.com,Female,19,Political Science,90.5,75,83,91.5,91.0,73,64,79.5,C+,5,no,Master's,low,5
516,Joseph,Owens,joseph.owens516@email.com,Female,20,Chemistry,69.5,59,79,71.7,70.7,71,56,69.2,D,23,yes,Associate,medium,7
517,Amy,Flowers,amy.flowers517@email.com,Male,19,Psychology,100.0,50,53,51.8,50.0,60,58,52.7,F,10,yes,Bachelor's,low,6
518,Holly,Lopez,holly.lopez518@email.com,Female,24,Business,100.0,62,71,65.8,62.1,64,64,66.3,D,8,yes,Master's,medium,6
519,Molly,Robertson,molly.robertson519@email.com,Male,18,Physics,84.7,40,40,50.0,50.0,60,50,43.5,F,7,no,Bachelor's,medium,5
520,Kenneth,Walls,kenneth.walls520@email.com,Male,23,Economics,81.8,61,65,59.6,63.3,60,50,61.4,D,18,yes,Bachelor's,medium,7
521,Amy,Chan,amy.chan521@email.com,Male,23,History,76.6,62,79,77.8,76.1,78,64,72.2,C-,14,no,Bachelor's,low,3
522,Maurice,Ramirez,maurice.ramirez522@email.com,Male,20,History,73.4,69,51,61.4,61.7,60,69,60.2,D,12,yes,High School,medium,8
523,Robin,Campbell,robin.campbell523@email.com,Female,23,Engineering,79.1,48,49,54.4,62.1,60,50,50.5,F,11,yes,Bachelor's,medium,8
524,Alyssa,Wheeler,alyssa.wheeler524@email.com,Female,22,Engineering,96.6,70,61,82.5,63.1,65,70,67.1,D,12,yes,Bachelor's,high,6
525,Jennifer,Allison,jennifer.allison525@email.com,Male,22,Psychology,86.8,42,45,50.0,50.0,60,50,46.1,F,8,yes,Associate,low,4
526,Joseph,Nelson,joseph.nelson526@email.com,Male,22,Economics,72.6,84,78,87.0,88.2,61,79,80.6,B-,13,yes,Master's,medium,3
527,Zachary,Freeman,zachary.freeman527@email.com,Male,20,Business,73.9,63,40,50.0,50.0,60,50,50.4,F,14,yes,High School,low,7
528,Jenny,Smith,jenny.smith528@email.com,Male,21,History,76.0,43,40,51.8,56.6,69,50,45.4,F,13,yes,Associate,low,7
529,Laurie,Singleton,laurie.singleton529@email.com,Male,22,Economics,82.2,87,73,90.1,79.8,75,69,79.0,C+,17,yes,Doctorate,high,5
530,Nicole,Rodgers,nicole.rodgers530@email.com,Male,24,Psychology,98.9,60,64,92.0,69.9,63,55,65.0,D,5,yes,Associate,low,6
531,Steven,Parks,steven.parks531@email.com,Male,23,English Literature,94.1,73,76,83.2,65.0,60,88,75.7,C,12,yes,Master's,high,6
532,Mckenzie,Jenkins,mckenzie.jenkins532@email.com,Female,19,Chemistry,85.2,63,53,71.2,63.1,60,53,58.7,F,11,yes,Bachelor's,high,7
533,Anna,Richardson,anna.richardson533@email.com,Female,22,Business,74.0,82,85,86.1,66.7,67,86,82.6,B-,14,yes,Doctorate,low,5
534,Jordan,Rogers,jordan.rogers534@email.com,Male,22,English Literature,84.9,86,75,60.5,76.7,73,80,77.4,C+,14,yes,Associate,high,3
535,Kelly,Everett,kelly.everett535@email.com,Female,19,Economics,69.2,99,70,90.9,80.8,60,85,82.4,B-,16,yes,Doctorate,low,6
536,Daniel,Waters,daniel.waters536@email.com,Male,21,Computer Science,88.8,76,77,95.6,68.1,73,82,78.4,C+,13,no,Bachelor's,high,5
537,Connor,Burke,connor.burke537@email.com,Female,19,Economics,75.2,74,70,84.0,100.0,84,86,76.5,C,18,yes,Associate,medium,7
538,Beth,Cook,beth.cook538@email.com,Female,24,Chemistry,100.0,66,60,75.0,72.2,60,73,65.3,D,12,yes,High School,low,7
539,Peter,Wheeler,peter.wheeler539@email.com,Male,20,Computer Science,74.6,71,55,69.1,57.7,60,62,62.3,D,12,yes,Bachelor's,high,5
540,Cody,Brewer,cody.brewer540@email.com,Male,22,Physics,82.5,77,78,81.5,78.4,83,80,78.6,C+,14,yes,High School,low,4
541,Gabrielle,Moody,gabrielle.moody541@email.com,Male,23,Psychology,69.1,72,80,88.6,82.3,86,85,79.4,C+,10,yes,Bachelor's,medium,3
542,Robert,Yu,robert.yu542@email.com,Male,19,Physics,81.4,46,44,52.2,56.8,60,50,47.5,F,7,yes,Associate,medium,5
543,Robert,Hurley,robert.hurley543@email.com,Male,22,Economics,65.9,45,51,67.5,50.0,60,50,51.2,F,9,no,Master's,low,7
544,Bryan,Hansen,bryan.hansen544@email.com,Male,23,Mathematics,87.9,71,68,66.0,67.8,60,72,68.8,D,17,yes,Associate,medium,7
545,Cody,Crosby,cody.crosby545@email.com,Female,23,History,76.4,90,77,91.5,83.5,91,81,83.8,B,6,yes,Bachelor's,medium,6
546,Morgan,Santos,morgan.santos546@email.com,Female,19,Physics,92.5,44,64,71.1,53.2,67,50,56.9,F,12,yes,High School,medium,6
547,Jason,Ross,jason.ross547@email.com,Male,18,Business,89.7,61,68,61.9,57.0,60,54,63.0,D,18,no,High School,medium,8
548,Manuel,Vaughn,manuel.vaughn548@email.com,Male,24,English Literature,83.6,63,69,83.1,57.7,60,61,66.8,D,10,yes,Bachelor's,medium,6
549,Melissa,Carlson,melissa.carlson549@email.com,Male,20,Chemistry,89.3,59,48,59.2,59.5,60,73,56.1,F,8,yes,Master's,high,6
550,Katherine,Hanson,katherine.hanson550@email.com,Female,21,Political Science,85.9,61,63,74.3,59.6,68,60,63.4,D,7,yes,High School,medium,8
551,Tony,Morrison,tony.morrison551@email.com,Female,18,Mathematics,84.3,53,85,73.4,66.0,61,74,71.1,C-,9,no,Associate,medium,8
552,Heather,Hudson,heather.hudson552@email.com,Male,22,Biology,77.2,95,74,75.3,83.2,70,97,83.1,B,18,yes,Associate,high,6
553,Megan,Robbins,megan.robbins553@email.com,Female,22,Computer Science,79.3,82,69,77.4,73.3,75,78,75.3,C,16,no,Doctorate,medium,4
554,Brandon,Bell,brandon.bell554@email.com,Male,18,Business,78.3,69,56,71.8,70.7,60,81,65.0,D,6,yes,High School,low,6
555,Denise,Ingram,denise.ingram555@email.com,Male,22,Psychology,79.3,68,50,63.1,50.0,60,50,57.2,F,13,yes,High School,high,8
556,Tiffany,Johnson,tiffany.johnson556@email.com,Male,24,Computer Science,100.0,56,57,61.5,70.8,62,69,59.4,F,13,yes,Associate,low,6
557,Tammy,Johnson,tammy.johnson557@email.com,Male,20,Engineering,93.8,77,66,99.2,80.3,68,84,75.3,C,18,yes,Bachelor's,low,7
558,Jessica,Williams,jessica.williams558@email.com,Male,19,Psychology,74.2,69,40,62.8,50.0,60,57,54.2,F,16,no,Master's,low,6
559,Nicole,Powell,nicole.powell559@email.com,Female,19,Computer Science,74.0,99,71,96.6,77.6,77,80,83.5,B,9,yes,High School,low,4
560,Hannah,James,hannah.james560@email.com,Male,21,Political Science,100.0,72,58,66.5,68.3,60,55,63.4,D,10,yes,Bachelor's,high,6
561,Daniel,Freeman,daniel.freeman561@email.com,Male,20,Political Science,92.9,42,45,52.9,50.0,60,50,46.4,F,13,yes,Associate,medium,8
562,Christina,Ferguson,christina.ferguson562@email.com,Male,20,Economics,93.8,73,91,89.4,70.1,60,73,81.1,B-,16,yes,Associate,medium,5
563,Michael,Brooks,michael.brooks563@email.com,Female,24,Economics,90.0,83,63,88.3,72.1,68,100,76.0,C,9,yes,Associate,medium,5
564,Kathleen,Kelly,kathleen.kelly564@email.com,Female,24,Economics,93.4,67,61,84.1,79.0,73,78,68.3,D,19,yes,Bachelor's,high,6
565,Billy,Johnson,billy.johnson565@email.com,Female,21,Chemistry,100.0,68,70,80.9,69.7,67,79,71.3,C-,15,yes,Bachelor's,high,4
566,Daniel,Sawyer,daniel.sawyer566@email.com,Female,20,Computer Science,92.0,77,78,95.8,84.8,80,70,79.1,C+,7,yes,Associate,medium,6
567,Craig,Mitchell,craig.mitchell567@email.com,Male,19,Computer Science,85.7,55,56,50.0,50.0,60,50,54.4,F,14,no,Master's,low,5
568,John,Rose,john.rose568@email.com,Female,21,Biology,74.2,72,86,77.9,79.5,91,73,79.7,C+,15,yes,High School,low,8
569,Robert,Brown,robert.brown569@email.com,Female,19,History,73.0,66,40,51.8,50.0,60,50,51.5,F,8,yes,Bachelor's,high,7
570,Brandon,Price,brandon.price570@email.com,Female,20,Biology,80.6,73,66,77.2,72.5,67,73,70.4,C-,14,yes,Associate,medium,5
571,Michael,Dennis,michael.dennis571@email.com,Female,18,Psychology,80.1,51,40,50.0,50.0,60,50,46.8,F,7,yes,Bachelor's,low,6
572,Marcus,Rodriguez,marcus.rodriguez572@email.com,Male,19,Mathematics,90.1,66,66,93.8,64.9,74,77,70.3,C-,15,no,Associate,medium,4
573,Molly,Butler,molly.butler573@email.com,Male,21,Economics,86.4,66,80,88.5,78.7,62,92,76.9,C,13,yes,Bachelor's,low,5
574,Barbara,Martin,barbara.martin574@email.com,Male,23,Computer Science,83.8,45,60,58.1,50.6,60,50,53.8,F,13,yes,Master's,medium,6
575,Lauren,Jones,lauren.jones575@email.com,Male,19,Engineering,93.1,56,75,62.9,71.5,60,65,66.2,D,8,yes,High School,medium,7
576,Kristi,Smith,kristi.smith576@email.com,Female,19,Chemistry,100.0,63,68,53.3,53.9,73,58,63.6,D,7,yes,Associate,low,8
577,Jim,Mcpherson,jim.mcpherson577@email.com,Female,19,English Literature,83.6,72,68,59.4,71.6,60,54,66.7,D,13,yes,High School,medium,4
578,Dustin,Cox,dustin.cox578@email.com,Female,22,Computer Science,60.0,64,62,67.7,54.4,65,69,63.8,D,6,yes,Bachelor's,low,5
579,Angela,Adams,angela.adams579@email.com,Female,18,Computer Science,76.0,53,40,63.6,55.7,64,50,49.2,F,15,yes,Bachelor's,medium,6
580,Tammy,King,tammy.king580@email.com,Female,22,Mathematics,68.2,78,92,76.8,75.5,71,78,83.1,B,14,yes,High School,low,4
581,Kent,Carter,kent.carter581@email.com,Male,21,Physics,90.0,54,59,61.9,53.7,60,50,56.7,F,13,yes,Associate,low,5
582,Edward,Long,edward.long582@email.com,Female,18,Biology,81.7,99,75,71.6,80.2,85,77,82.9,B-,8,yes,High School,medium,3
583,Abigail,Stanley,abigail.stanley583@email.com,Female,22,Psychology,93.7,75,91,77.3,79.9,71,86,82.8,B-,16,yes,Doctorate,medium,5
584,Ruben,King,ruben.king584@email.com,Male,19,Biology,100.0,65,59,64.4,64.0,60,71,62.9,D,6,yes,Master's,medium,4
585,Tony,Murray,tony.murray585@email.com,Male,23,Engineering,98.6,58,44,60.2,60.9,60,51,52.2,F,11,yes,Associate,medium,7
586,Nicole,Craig,nicole.craig586@email.com,Female,19,Computer Science,77.0,82,90,91.1,72.3,81,69,84.3,B,12,no,Bachelor's,medium,6
587,Michael,Moreno,michael.moreno587@email.com,Male,21,Psychology,91.5,74,81,81.1,68.6,67,79,77.4,C+,14,yes,Master's,high,1
588,Ryan,Burnett,ryan.burnett588@email.com,Female,22,History,86.2,78,90,88.9,92.1,72,87,85.2,B,11,yes,Doctorate,high,4
589,Alyssa,Hunter,alyssa.hunter589@email.com,Male,19,Physics,100.0,84,79,79.2,93.6,75,76,80.8,B-,17,yes,Master's,low,6
590,Kathryn,Smith,kathryn.smith590@email.com,Female,22,Biology,87.5,48,76,68.3,75.3,60,55,64.0,D,10,yes,High School,low,7
591,Sarah,Frost,sarah.frost591@email.com,Female,21,Economics,100.0,66,40,50.0,50.0,60,50,51.3,F,15,yes,High School,medium,5
592,Todd,Padilla,todd.padilla592@email.com,Female,24,Computer Science,91.5,75,83,68.6,77.7,63,84,78.1,C+,10,yes,Bachelor's,high,6
593,Kayla,Hansen,kayla.hansen593@email.com,Female,23,Engineering,76.5,65,60,53.7,50.4,60,56,60.0,D,6,yes,Associate,low,7
594,Michael,Beck,michael.beck594@email.com,Female,19,English Literature,86.9,68,63,58.3,71.6,79,63,65.3,D,5,yes,Bachelor's,high,7
595,Rebecca,Lopez,rebecca.lopez595@email.com,Male,23,Political Science,87.4,76,88,78.0,59.1,75,75,80.1,B-,14,yes,Bachelor's,medium,3
596,Ashley,Bishop,ashley.bishop596@email.com,Female,21,Computer Science,79.1,60,61,73.8,76.9,85,77,65.7,D,5,no,High School,low,8
597,Edward,Greene,edward.greene597@email.com,Male,24,Chemistry,87.1,78,78,76.5,80.1,62,84,77.8,C+,13,yes,Bachelor's,medium,6
598,Jody,Tyler,jody.tyler598@email.com,Female,23,Chemistry,60.0,46,46,58.0,59.3,60,58,49.8,F,15,yes,High School,low,6
599,Katherine,Johnson,katherine.johnson599@email.com,Female,24,Psychology,60.4,51,60,64.2,63.9,60,57,57.6,F,11,yes,Associate,low,8
600,Christopher,Austin,christopher.austin600@email.com,Female,22,Business,95.7,82,90,93.1,78.1,78,83,86.1,B,12,yes,Associate,low,4
601,Arthur,Ryan,arthur.ryan601@email.com,Female,20,Engineering,94.4,68,56,66.1,55.8,65,50,60.5,D,17,yes,Associate,medium,6
602,Miguel,Russell,miguel.russell602@email.com,Male,19,Political Science,83.8,43,40,50.0,50.0,60,50,44.4,F,19,yes,High School,low,5
603,Caroline,Cannon,caroline.cannon603@email.com,Female,21,Political Science,84.2,89,85,93.1,83.4,60,76,84.8,B,16,yes,High School,medium,6
604,Paul,Vasquez,paul.vasquez604@email.com,Female,21,Chemistry,83.1,41,40,50.0,50.0,60,50,43.8,F,9,no,High School,medium,8
605,Tonya,Bentley,tonya.bentley605@email.com,Female,21,Psychology,94.2,43,46,56.0,63.4,60,59,49.1,F,11,yes,Associate,medium,6
606,Theodore,White,theodore.white606@email.com,Male,22,Engineering,78.0,47,53,61.3,61.3,60,50,52.5,F,8,no,Associate,low,7
607,James,Fuller,james.fuller607@email.com,Female,23,Engineering,83.0,93,60,84.7,94.3,75,92,78.1,C+,15,yes,High School,low,4
608,Jeremy,Hopkins,jeremy.hopkins608@email.com,Male,19,History,95.5,61,49,62.4,50.0,60,74,57.1,F,11,yes,Associate,medium,4
609,Patrick,Smith,patrick.smith609@email.com,Female,23,Computer Science,71.6,48,40,50.0,50.0,60,50,45.9,F,12,yes,High School,low,5
610,Donna,Esparza,donna.esparza610@email.com,Male,20,Political Science,91.7,73,55,56.2,82.1,79,50,62.6,D,12,yes,Doctorate,high,6
611,Dale,Holt,dale.holt611@email.com,Male,18,History,92.0,47,63,53.8,53.6,60,50,55.4,F,8,yes,Bachelor's,medium,7
612,Jennifer,Jennings,jennifer.jennings612@email.com,Male,22,Mathematics,84.9,69,93,79.2,90.2,65,66,80.3,B-,13,yes,High School,low,3
613,Jerry,Moore,jerry.moore613@email.com,Male,22,Engineering,89.6,50,40,50.0,50.0,60,50,46.5,F,10,yes,High School,low,5
614,William,Greene,william.greene614@email.com,Female,21,Psychology,61.7,66,85,93.8,83.8,78,84,79.7,C+,7,yes,Associate,medium,6
615,April,Morgan,april.morgan615@email.com,Male,22,Political Science,94.0,72,69,59.1,54.1,61,64,67.3,D,9,yes,Bachelor's,medium,5
616,William,Escobar,william.escobar616@email.com,Male,18,Psychology,96.2,69,71,83.8,81.1,89,55,71.6,C-,18,no,High School,low,4
617,Ashley,Goodwin,ashley.goodwin617@email.com,Female,22,Chemistry,100.0,40,51,50.0,50.0,60,53,48.3,F,18,yes,Bachelor's,high,6
618,Tracey,Harris,tracey.harris618@email.com,Female,23,Psychology,89.9,45,63,50.1,64.4,60,53,55.2,F,14,yes,Master's,medium,6
619,Mary,Smith,mary.smith619@email.com,Male,21,Biology,80.3,66,54,65.1,57.0,60,50,58.8,F,13,yes,Master's,medium,9
620,Anthony,Scott,anthony.scott620@email.com,Male,22,Psychology,81.8,73,89,81.8,73.4,71,66,79.5,C+,8,no,Doctorate,medium,1
621,Sean,Hunt,sean.hunt621@email.com,Female,19,Biology,87.3,83,76,96.8,71.8,72,70,79.2,C+,10,yes,Bachelor's,medium,5
622,Timothy,Jacobs,timothy.jacobs622@email.com,Male,20,Chemistry,84.0,53,58,75.3,65.7,60,68,59.8,F,5,yes,Master's,medium,5
623,Regina,Thompson,regina.thompson623@email.com,Female,24,Chemistry,94.6,90,66,93.1,66.0,84,77,78.0,C+,10,yes,Associate,low,6
624,Michael,Erickson,michael.erickson624@email.com,Male,22,English Literature,86.2,64,68,74.7,54.2,60,68,66.4,D,16,yes,High School,medium,7
625,Paul,Armstrong,paul.armstrong625@email.com,Female,22,Political Science,90.9,73,66,90.2,68.5,67,70,71.2,C-,10,no,Bachelor's,low,7
626,George,Durham,george.durham626@email.com,Male,24,Business,71.4,63,77,73.3,77.2,73,79,72.5,C-,19,yes,High School,medium,6
627,Renee,Moore,renee.moore627@email.com,Female,21,Physics,98.1,54,51,61.1,50.1,78,61,55.3,F,6,yes,High School,low,6
628,Tony,Smith,tony.smith628@email.com,Female,19,Business,71.3,40,55,53.9,59.2,60,50,50.4,F,5,yes,Doctorate,low,7
629,Emily,Adams,emily.adams629@email.com,Female,22,History,90.3,71,75,84.4,82.0,79,78,75.6,C,11,yes,Bachelor's,medium,8
630,Patricia,Brown,patricia.brown630@email.com,Female,19,Economics,87.3,73,65,76.1,70.8,66,70,69.4,D,11,yes,Doctorate,low,10
631,Benjamin,Stewart,benjamin.stewart631@email.com,Male,19,Engineering,88.2,40,45,50.0,54.7,60,50,45.7,F,7,yes,Bachelor's,medium,5
632,Dustin,Roberts,dustin.roberts632@email.com,Female,21,Mathematics,77.9,64,60,56.1,56.6,60,50,59.6,F,10,yes,High School,medium,4
633,Cynthia,Smith,cynthia.smith633@email.com,Female,19,Chemistry,92.7,67,83,92.9,77.2,82,55,76.2,C,5,no,Bachelor's,high,6
634,Christopher,Clark,christopher.clark634@email.com,Male,18,Engineering,91.0,51,61,50.0,57.6,62,50,55.7,F,14,yes,Associate,low,5
635,Rhonda,Rivers,rhonda.rivers635@email.com,Male,21,Psychology,75.6,60,55,60.9,55.6,66,54,57.6,F,16,yes,Associate,medium,6
636,Douglas,Vargas,douglas.vargas636@email.com,Male,18,Chemistry,78.8,99,74,87.2,88.8,60,88,84.3,B,20,yes,Bachelor's,high,4
637,Brian,Stuart,brian.stuart637@email.com,Female,23,Business,74.7,88,47,69.0,55.5,60,50,62.9,D,6,yes,High School,high,8
638,Nicholas,Montoya,nicholas.montoya638@email.com,Male,24,Chemistry,85.8,76,61,77.9,58.2,60,62,67.1,D,8,yes,Associate,medium,7
639,Andrew,Fitzpatrick,andrew.fitzpatrick639@email.com,Male,19,Economics,91.9,51,55,62.7,70.3,60,59,56.1,F,8,yes,Associate,medium,7
640,Douglas,Lopez,douglas.lopez640@email.com,Female,24,Political Science,83.3,64,58,57.8,58.6,60,50,59.1,F,14,yes,Associate,medium,7
641,Douglas,Underwood,douglas.underwood641@email.com,Female,23,Computer Science,85.1,74,40,64.8,65.8,62,66,57.7,F,9,yes,Associate,high,8
642,Brian,Park,brian.park642@email.com,Female,24,English Literature,91.6,83,73,80.9,69.8,67,66,75.6,C,15,no,Bachelor's,low,4
643,Caitlyn,Wilcox,caitlyn.wilcox643@email.com,Male,22,Economics,83.9,81,76,83.8,79.4,82,93,80.5,B-,19,yes,High School,low,6
644,Carl,Turner,carl.turner644@email.com,Female,19,Psychology,74.0,40,67,56.5,55.3,63,61,56.5,F,9,yes,Associate,low,6
645,Dustin,Carter,dustin.carter645@email.com,Male,21,Mathematics,80.7,81,72,80.8,85.6,76,74,76.7,C,20,yes,Associate,medium,8
646,Lisa,Ramos,lisa.ramos646@email.com,Male,23,Political Science,88.9,79,85,84.3,99.8,84,70,82.4,B-,17,yes,High School,medium,7
647,Jonathan,Murillo,jonathan.murillo647@email.com,Female,22,Business,62.3,97,66,62.4,65.9,61,67,74.9,C,16,yes,High School,low,5
648,Dustin,Garrison,dustin.garrison648@email.com,Female,22,Political Science,86.4,67,62,55.2,64.4,60,54,62.1,D,8,yes,High School,high,6
649,Joanne,Chavez,joanne.chavez649@email.com,Male,23,Economics,81.5,50,59,70.3,57.2,60,50,56.5,F,11,yes,High School,low,6
650,Christopher,Massey,christopher.massey650@email.com,Female,19,Engineering,84.8,47,77,51.3,57.2,66,62,62.5,D,12,yes,Master's,low,6
651,William,Woodard,william.woodard651@email.com,Female,20,History,86.7,73,53,64.4,66.4,61,50,61.0,D,5,yes,Associate,medium,6
652,Jeffrey,Garza,jeffrey.garza652@email.com,Male,18,Chemistry,78.4,81,82,79.7,67.0,78,88,81.2,B-,11,yes,Associate,medium,4
653,Justin,Oneal,justin.oneal653@email.com,Male,18,English Literature,92.2,63,66,75.5,71.7,68,74,67.3,D,8,no,Associate,medium,8
654,Jimmy,Kelly,jimmy.kelly654@email.com,Male,23,English Literature,93.6,44,45,50.0,50.0,60,56,47.3,F,11,yes,High School,low,5
